----------------------------------------
WARNING: Modify at your own risk!
Constellations may not display correctly.
----------------------------------------

NUMSTARS	10000

X		Y		Z		BRIGHTNESS
-0.833000	0.195000	0.517770	1.018144
0.147000	0.919329	0.365000	1.940313
0.815000	0.101000	-0.570591	1.213408
0.687000	-0.005000	-0.726640	1.005733
0.999000	0.012000	0.043068	1.220416
-0.824000	-0.301038	-0.480000	1.186960
-0.427000	-0.901136	-0.075000	1.001050
-0.189000	0.729000	-0.657904	1.002430
0.034000	0.584057	0.811000	1.084084
0.819000	-0.257041	0.513000	2.746459
0.432000	-0.444000	-0.785010	1.066528
-0.875000	-0.476603	0.085000	1.701825
-0.584000	0.738951	-0.336000	1.004320
0.542000	-0.673221	0.503000	1.035805
0.421000	-0.540000	-0.728806	2.601496
-0.468000	0.875000	0.123899	1.004536
0.015000	0.872000	-0.489276	1.146291
-0.131000	-0.990866	0.032000	2.086750
0.827000	0.467000	-0.313021	1.476307
-0.579000	0.815297	0.007000	1.000000
0.370000	0.670560	-0.643000	1.031152
0.427000	0.847983	-0.314000	3.451000
0.541000	-0.841001	-0.006000	1.453150
-0.506000	0.854000	0.121029	1.020925
-0.396000	0.829901	-0.393000	1.000558
0.822000	-0.517829	0.237000	1.987525
-0.141000	-0.805000	0.576276	1.037128
0.844000	-0.428929	0.322000	1.000000
0.501000	0.507541	0.701000	1.017577
0.749000	0.649288	-0.132000	1.950400
-0.206000	-0.787000	-0.581545	1.072726
0.899000	-0.389614	-0.200000	1.073160
-0.588000	0.061000	-0.806557	1.233280
0.216000	0.077000	0.973352	1.389160
0.849000	-0.041000	-0.526800	2.051380
0.813000	0.349106	-0.466000	1.139968
-0.121000	0.966816	0.225000	1.029952
0.280000	0.958480	0.054000	2.430278
-0.897000	-0.364000	-0.250789	1.190080
-0.618000	-0.577000	0.533992	1.033579
0.008000	0.890000	-0.455890	1.001568
0.095000	-0.705000	0.702816	1.023408
-0.189000	0.703000	-0.685616	1.756900
-0.002000	-0.996464	-0.084000	1.010764
-0.878000	0.408000	-0.250304	1.362407
-0.702000	0.260052	-0.663000	2.448832
-0.957000	0.285570	0.051000	2.277724
0.951000	0.198000	0.237476	3.812551
0.316000	0.213000	0.924540	1.054978
-0.867000	0.497730	-0.024000	2.685376
-0.152000	0.765000	-0.625836	1.703836
0.657000	0.633946	-0.408000	1.005915
-0.621000	0.639648	0.453000	1.127305
0.423000	0.108000	-0.899670	1.018009
0.369000	-0.890552	0.266000	1.039900
0.275000	0.639414	0.718000	1.285936
-0.354000	-0.519037	-0.778000	2.790880
-0.057000	0.693000	0.718681	1.033600
0.742000	0.661643	-0.108000	1.136620
-0.995000	-0.012000	-0.099151	1.179550
-0.195000	0.506000	0.840202	1.026775
0.694000	0.206000	0.689875	1.204930
-0.897000	0.210000	-0.388961	1.194040
0.970000	-0.193000	-0.147820	1.849072
0.754000	0.060000	-0.654128	1.021252
0.389000	0.113000	0.914281	1.694848
0.773000	-0.012000	0.634292	1.649923
-0.406000	-0.912764	0.045000	1.168168
0.804000	-0.352339	0.479000	1.000000
0.897000	-0.284863	0.338000	1.027787
0.023000	-0.025000	0.999423	1.029120
0.384000	-0.265000	-0.884488	1.055104
-0.239000	-0.897351	0.371000	1.417690
0.934000	0.298052	-0.197000	1.133380
-0.431000	0.136000	-0.892044	1.006048
-0.744000	0.062000	-0.665297	1.969408
0.163000	-0.035000	0.986005	1.000576
-0.927000	-0.366000	0.081945	1.027588
-0.359000	0.447614	-0.819000	1.288960
-0.228000	-0.705532	-0.671000	2.188260
0.469000	0.870020	0.152000	1.096876
-0.934000	-0.257177	-0.248000	1.293733
0.123000	0.354000	0.927122	1.331056
0.904000	0.323000	-0.280098	1.160776
0.951000	0.133258	0.279000	1.223720
0.960000	0.081091	-0.268000	1.176715
0.647000	-0.748186	0.147000	1.018768
-0.420000	-0.749986	0.511000	1.092250
0.015000	0.850352	-0.526000	1.036777
-0.394000	-0.613000	-0.684832	1.023520
